"NAME","SALE_PRICE","CATEGORY","ORIGINAL_PRICE","AVAILABILITY","URL"
"Sony Xperia XZ1 Compact G8441 32GB Black, 4.6-inches, 4GB RAM, GSM Unlocked International Model, No Warranty","","","","Available from these sellers.","http://www.amazon.co.in/dp/B075XKFMQC"
